 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi  int
VIS    MTSAT   20131107  0513   20.24  -117.36   868   13.5   60  75.64  0.97  15
VIS    MTSAT   20131107  0513   20.26  -117.64   868   13.6   60  74.23  0.97  15
VIS    MTSAT   20131107  0513   19.97  -118.49   850   17.1   68  71.71  1.00  15
VIS    MTSAT   20131107  0513   20.04  -118.80   850   15.5   70  80.24  0.93  15
VIS    MTSAT   20131107  0513   19.98  -119.05   868   14.9   67  72.98  0.98  15
VIS    MTSAT   20131107  0513   20.03  -119.41   850   14.6   70  73.59  1.00  15
VIS    MTSAT   20131107  0513   20.00  -119.73   775   13.2   73  85.06  0.92  15
VIS    MTSAT   20131107  0513   20.03  -120.07   868   15.3   69  81.23  0.98  15
VIS    MTSAT   20131107  0513   20.09  -120.23   868   14.5   69  76.67  0.97  15
VIS    MTSAT   20131107  0513   20.20  -120.68   887   14.4   68  88.25  0.98  15
VIS    MTSAT   20131107  0513   19.99  -120.92   906   12.1   64  70.72  0.72  15
VIS    MTSAT   20131107  0513   20.11  -121.22   906   11.7   63  70.71  0.90  15
VIS    MTSAT   20131107  0513   19.90  -121.63   906   15.4   56  59.46  0.76  15
VIS    MTSAT   20131107  0513   20.17  -121.94   906   12.9   61  81.64  0.99  15
VIS    MTSAT   20131107  0513   20.09  -122.16   906   12.5   61  85.99  0.90  15
VIS    MTSAT   20131107  0513   20.12  -122.41   906   12.7   59  82.63  0.91  15
VIS    MTSAT   20131107  0513   20.04  -123.35   906   13.2   55  77.57  0.95  15
VIS    MTSAT   20131107  0513   20.01  -124.06   906   12.2   55  81.27  1.00  15
VIS    MTSAT   20131107  0513   19.87  -124.85   887   12.8   58  82.33  0.99  15
VIS    MTSAT   20131107  0513   19.99  -125.83   887   11.5   59  81.61  0.99  15
VIS    MTSAT   20131107  0513   20.05  -126.15   868   11.8   62  81.75  0.99  15
VIS    MTSAT   20131107  0513   19.98  -126.36   887   12.3   64  80.32  0.99  15
VIS    MTSAT   20131107  0513   19.82  -126.92   868   12.4   64  82.96  0.98  15
VIS    MTSAT   20131107  0513   19.81  -127.06   868   12.4   65  85.05  0.97  15
VIS    MTSAT   20131107  0513   20.03  -127.30   868   11.9   62  76.44  0.99  15
VIS    MTSAT   20131107  0513   19.95  -129.84   831   12.0   70  73.11  0.98  15
VIS    MTSAT   20131107  0513   19.95  -129.98   850   12.1   67  75.56  0.99  15
VIS    MTSAT   20131107  0513   19.84  -130.62   906   12.7   65  79.71  1.00  15
VIS    MTSAT   20131107  0513   19.87  -131.46   868   13.3   79  75.06  0.97  15
VIS    MTSAT   20131107  0513   19.91  -131.63   868   12.9   73  78.68  0.95  15
VIS    MTSAT   20131107  0513   19.93  -134.31   831   10.3  108  78.53  0.97  15
VIS    MTSAT   20131107  0513   19.93  -134.33   831   10.3  108  78.65  0.98  15
VIS    MTSAT   20131107  0513   19.81  -137.88   887    9.0   79  73.08  0.99  15
VIS    MTSAT   20131107  0513   19.93  -138.03   906    9.1   77  80.37  0.93  15
VIS    MTSAT   20131107  0513   19.95  -138.42   906    9.2   88  76.26  0.99  15
VIS    MTSAT   20131107  0513   19.73  -138.50   887    9.1   90  84.75  0.99  15
VIS    MTSAT   20131107  0513   19.83  -138.96   906    8.8   81  79.35  0.93  15
VIS    MTSAT   20131107  0513   19.73  -142.78   906    8.4   89  74.47  0.95  15
VIS    MTSAT   20131107  0513   19.87  -145.63   906   11.1   91  77.39  1.00  15
VIS    MTSAT   20131107  0513   19.78  -115.90   868   14.1   58  72.47  0.99  15
VIS    MTSAT   20131107  0513   19.83  -116.36   850   14.3   61  73.48  1.00  15
VIS    MTSAT   20131107  0513   19.96  -116.60   850   13.8   59  69.61  0.98  15
VIS    MTSAT   20131107  0513   19.77  -116.87   868   14.8   61  86.42  0.94  15
VIS    MTSAT   20131107  0513   19.94  -117.35   868   15.3   61  81.31  0.98  15
VIS    MTSAT   20131107  0513   19.85  -117.67   812   12.8   74  69.62  0.92  15
VIS    MTSAT   20131107  0513   19.93  -117.83   793   13.6   80  82.31  0.99  15
VIS    MTSAT   20131107  0513   19.73  -118.30   850   17.2   68  72.20  0.99  15
VIS    MTSAT   20131107  0513   19.73  -118.51   850   17.1   64  73.20  1.00  15
VIS    MTSAT   20131107  0513   19.75  -119.17   850   16.7   67  79.72  0.98  15
VIS    MTSAT   20131107  0513   19.75  -119.24   868   16.8   68  83.22  0.99  15
VIS    MTSAT   20131107  0513   19.68  -119.70   868   16.3   68  80.28  1.00  15
VIS    MTSAT   20131107  0513   19.69  -120.01   868   15.6   70  76.80  0.95  15
VIS    MTSAT   20131107  0513   19.75  -120.22   887   15.2   70  83.12  0.96  15
VIS    MTSAT   20131107  0513   19.84  -120.52   906   11.6   68  63.93  0.76  15
VIS    MTSAT   20131107  0513   19.71  -120.90   906   12.9   65  76.01  0.92  15
VIS    MTSAT   20131107  0513   19.76  -122.17   906   12.5   64  83.12  0.97  15
VIS    MTSAT   20131107  0513   19.60  -123.29   906   12.7   53  78.00  1.00  15
VIS    MTSAT   20131107  0513   19.70  -123.56   906   12.8   53  80.47  0.97  15
VIS    MTSAT   20131107  0513   19.79  -123.63   906   12.3   52  80.14  1.00  15
VIS    MTSAT   20131107  0513   19.58  -124.15   887   12.1   57  80.76  1.00  15
VIS    MTSAT   20131107  0513   19.62  -124.27   887   12.1   57  81.16  1.00  15
VIS    MTSAT   20131107  0513   19.77  -124.74   887   12.8   58  82.98  1.00  15
VIS    MTSAT   20131107  0513   19.71  -124.87   887   12.9   59  80.76  1.00  15
VIS    MTSAT   20131107  0513   19.78  -125.57   906   11.0   58  75.08  0.97  15
VIS    MTSAT   20131107  0513   19.74  -126.44   887   12.5   62  81.17  1.00  15
VIS    MTSAT   20131107  0513   19.60  -126.70   868   12.1   66  83.22  0.98  15
VIS    MTSAT   20131107  0513   19.75  -126.95   868   12.4   65  85.49  0.98  15
VIS    MTSAT   20131107  0513   19.55  -127.35   868   12.9   63  79.16  0.99  15
VIS    MTSAT   20131107  0513   19.59  -127.52   812   13.5   69  77.75  0.99  15
VIS    MTSAT   20131107  0513   19.49  -129.04   775   14.3   88  64.86  0.94  15
VIS    MTSAT   20131107  0513   19.70  -129.28   831   13.6   81  66.82  0.99  15
VIS    MTSAT   20131107  0513   19.72  -129.50   812   12.8   83  73.85  0.81  15
VIS    MTSAT   20131107  0513   19.65  -129.90   868   12.4   64  75.81  0.97  15
VIS    MTSAT   20131107  0513   19.56  -133.63   850   15.7   91  58.36  0.89  15
VIS    MTSAT   20131107  0513   19.66  -136.72   850   10.8   84  63.72  0.96  15
VIS    MTSAT   20131107  0513   19.62  -137.22   906    9.0   84  78.84  0.94  15
VIS    MTSAT   20131107  0513   19.65  -137.76   887   10.0   85  78.97  0.96  15
VIS    MTSAT   20131107  0513   19.53  -138.02   868    9.1   89  79.60  0.98  15
VIS    MTSAT   20131107  0513   19.51  -138.13   868    9.0   91  79.97  0.98  15
VIS    MTSAT   20131107  0513   19.53  -145.62   906   11.6   88  76.99  0.97  15
VIS    MTSAT   20131107  0513   19.68  -115.85   887   14.3   57  74.50  0.99  15
VIS    MTSAT   20131107  0513   19.54  -116.34   868   15.6   63  75.77  0.99  15
VIS    MTSAT   20131107  0513   19.56  -116.61   868   14.5   63  80.49  1.00  15
VIS    MTSAT   20131107  0513   19.67  -116.91   868   15.0   62  83.30  0.97  15
VIS    MTSAT   20131107  0513   19.49  -117.75   831   16.5   78  62.25  0.97  15
VIS    MTSAT   20131107  0513   19.54  -118.00   831   16.8   74  67.74  0.98  15
VIS    MTSAT   20131107  0513   19.61  -118.38   850   17.1   66  76.75  0.99  15
VIS    MTSAT   20131107  0513   19.62  -118.70   868   16.3   64  82.32  0.98  15
VIS    MTSAT   20131107  0513   19.62  -118.98   887   16.5   70  71.18  1.00  15
VIS    MTSAT   20131107  0513   19.45  -119.31   887   16.8   67  85.15  0.99  15
VIS    MTSAT   20131107  0513   19.56  -119.63   868   16.6   69  84.25  0.99  15
VIS    MTSAT   20131107  0513   19.51  -120.02   887   14.8   68  70.22  0.96  15
VIS    MTSAT   20131107  0513   19.34  -120.34   850   16.6   72  80.02  0.91  15
VIS    MTSAT   20131107  0513   19.46  -120.60   868   18.0   75  65.51  0.93  15
VIS    MTSAT   20131107  0513   19.53  -120.73   887   14.9   76  75.70  0.97  15
VIS    MTSAT   20131107  0513   19.31  -122.66   906   13.1   60  75.56  0.97  15
VIS    MTSAT   20131107  0513   19.30  -123.16   906   12.3   55  81.17  1.00  15
VIS    MTSAT   20131107  0513   19.40  -123.50   887   12.7   58  83.54  0.99  15
VIS    MTSAT   20131107  0513   19.35  -123.73   887   12.1   57  80.80  1.00  15
VIS    MTSAT   20131107  0513   19.53  -123.99   887   12.2   56  81.27  1.00  15
VIS    MTSAT   20131107  0513   19.36  -124.36   887   12.9   56  83.48  0.99  15
VIS    MTSAT   20131107  0513   19.32  -124.53   906   13.4   56  77.93  0.99  15
VIS    MTSAT   20131107  0513   19.39  -124.76   887   13.0   59  81.33  1.00  15
VIS    MTSAT   20131107  0513   19.25  -126.11   850   12.4   65  85.03  0.90  15
VIS    MTSAT   20131107  0513   19.44  -126.60   850   11.8   65  78.60  0.88  15
VIS    MTSAT   20131107  0513   19.19  -131.99   737   14.6  116  73.46  0.71  15
VIS    MTSAT   20131107  0513   19.19  -132.26   718   16.2  109  74.27  0.84  15
VIS    MTSAT   20131107  0513   19.18  -138.79   612    9.8  103  81.03  0.93  15
VIS    MTSAT   20131107  0513   19.21  -139.04   650   10.4  113  71.66  0.93  15
VIS    MTSAT   20131107  0513   19.17  -139.48   850   10.4  115  67.28  0.70  15
VIS    MTSAT   20131107  0513   19.35  -140.40   906   10.1   89  74.96  0.98  15
VIS    MTSAT   20131107  0513   19.35  -116.14   887   14.2   58  77.32  0.99  15
VIS    MTSAT   20131107  0513   19.31  -116.17   887   14.2   59  78.81  0.99  15
VIS    MTSAT   20131107  0513   19.25  -117.75   850   16.1   58  71.74  0.97  15
VIS    MTSAT   20131107  0513   19.16  -117.94   868   16.8   57  75.55  0.99  15
VIS    MTSAT   20131107  0513   19.30  -118.17   868   17.0   65  75.97  1.00  15
VIS    MTSAT   20131107  0513   19.22  -118.98   887   16.8   64  82.72  0.97  15
VIS    MTSAT   20131107  0513   19.05  -119.33   868   18.1   73  71.74  0.95  15
VIS    MTSAT   20131107  0513   19.10  -119.55   850   17.8   74  76.07  0.85  15
VIS    MTSAT   20131107  0513   19.10  -119.83   850   17.5   72  84.90  0.98  15
VIS    MTSAT   20131107  0513   19.29  -120.16   850   17.7   74  76.91  0.94  15
VIS    MTSAT   20131107  0513   19.28  -120.37   850   16.7   72  78.80  0.93  15
VIS    MTSAT   20131107  0513   19.26  -120.67   850   17.7   77  68.55  0.87  15
VIS    MTSAT   20131107  0513   19.13  -121.04   850   16.3   79  74.68  0.95  15
VIS    MTSAT   20131107  0513   19.07  -123.00   887   11.9   59  78.63  1.00  15
VIS    MTSAT   20131107  0513   19.20  -123.42   887   12.5   59  85.77  1.00  15
VIS    MTSAT   20131107  0513   19.16  -123.50   887   12.4   59  86.15  1.00  15
VIS    MTSAT   20131107  0513   19.19  -123.79   887   12.8   59  84.50  1.00  15
VIS    MTSAT   20131107  0513   19.20  -124.15   868   13.2   60  82.30  0.99  15
VIS    MTSAT   20131107  0513   19.20  -124.44   868   13.0   55  75.38  0.97  15
VIS    MTSAT   20131107  0513   18.94  -126.80   775   13.9   65  78.78  0.99  15
VIS    MTSAT   20131107  0513   18.91  -127.42   737   14.6   71  84.20  1.00  15
VIS    MTSAT   20131107  0513   19.01  -129.18   831   13.3   65  73.85  0.98  15
VIS    MTSAT   20131107  0513   19.00  -129.38   850   13.5   64  78.40  0.97  15
VIS    MTSAT   20131107  0513   18.92  -131.69   650   14.7   98  76.72  0.92  15
VIS    MTSAT   20131107  0513   18.96  -138.56   637   11.4   91  63.58  0.91  15
VIS    MTSAT   20131107  0513   18.91  -116.04   868   15.4   68  69.56  0.97  15
VIS    MTSAT   20131107  0513   19.02  -116.37   868   17.2   69  62.34  0.97  15
VIS    MTSAT   20131107  0513   18.93  -116.91   868   16.1   62  77.74  1.00  15
VIS    MTSAT   20131107  0513   18.89  -117.48   868   16.0   60  78.10  1.00  15
VIS    MTSAT   20131107  0513   18.91  -117.61   868   16.2   59  79.20  0.99  15
VIS    MTSAT   20131107  0513   19.06  -117.95   887   17.0   56  77.66  0.99  15
VIS    MTSAT   20131107  0513   18.83  -119.91   850   19.3   71  66.50  0.95  15
VIS    MTSAT   20131107  0513   18.89  -120.07   850   18.8   72  69.87  0.99  15
VIS    MTSAT   20131107  0513   18.94  -120.63   850   18.6   78  64.44  1.00  15
VIS    MTSAT   20131107  0513   18.96  -120.71   850   18.3   77  65.85  1.00  15
VIS    MTSAT   20131107  0513   18.81  -121.21   850   13.9   84  69.67  0.98  15
VIS    MTSAT   20131107  0513   18.72  -121.47   868   12.8   81  72.10  1.00  15
VIS    MTSAT   20131107  0513   18.76  -122.28   887   11.8   68  82.23  1.00  15
VIS    MTSAT   20131107  0513   18.71  -122.76   868   12.2   65  82.41  0.98  15
VIS    MTSAT   20131107  0513   18.83  -122.93   868   12.0   62  79.40  0.94  15
VIS    MTSAT   20131107  0513   18.94  -123.22   868   12.0   62  81.74  1.00  15
VIS    MTSAT   20131107  0513   18.83  -123.81   887   12.8   60  81.45  1.00  15
VIS    MTSAT   20131107  0513   18.86  -126.73   793   14.2   65  80.04  0.99  15
VIS    MTSAT   20131107  0513   18.64  -126.95   718   14.7   82  60.22  0.79  15
VIS    MTSAT   20131107  0513   18.74  -127.32   718   14.5   71  82.57  0.97  15
VIS    MTSAT   20131107  0513   18.62  -128.84   812   13.1   65  70.08  1.00  15
VIS    MTSAT   20131107  0513   18.81  -129.06   850   13.2   67  80.51  0.98  15
VIS    MTSAT   20131107  0513   18.61  -131.36   662   19.8   94  54.77  0.74  15
VIS    MTSAT   20131107  0513   18.74  -141.55   850   10.8  123  71.13  0.97  15
VIS    MTSAT   20131107  0513   18.53  -141.99   850   11.1  129  62.27  0.97  15
VIS    MTSAT   20131107  0513   18.59  -142.45   831   10.4  117  74.39  0.98  15
VIS    MTSAT   20131107  0513   18.57  -142.62   850   11.7  119  69.32  0.97  15
VIS    MTSAT   20131107  0513   18.58  -144.54   887   10.4   91  77.03  0.99  15
VIS    MTSAT   20131107  0513   18.67  -116.04   868   15.7   68  67.27  0.99  15
VIS    MTSAT   20131107  0513   18.54  -116.37   850   15.4   64  76.43  0.97  15
VIS    MTSAT   20131107  0513   18.76  -116.53   868   14.9   60  76.04  0.98  15
VIS    MTSAT   20131107  0513   18.55  -117.45   850   16.6   57  78.66  0.99  15
VIS    MTSAT   20131107  0513   18.63  -117.64   868   16.7   55  77.11  0.99  15
VIS    MTSAT   20131107  0513   18.58  -119.04   850   20.0   59  57.65  1.00  15
VIS    MTSAT   20131107  0513   18.55  -119.19   850   20.5   61  56.17  0.99  15
VIS    MTSAT   20131107  0513   18.66  -121.57   868   12.8   78  79.18  0.96  15
VIS    MTSAT   20131107  0513   18.62  -122.67   868   11.3   66  79.52  0.99  15
VIS    MTSAT   20131107  0513   18.39  -123.14   887   12.7   62  73.68  1.00  15
VIS    MTSAT   20131107  0513   18.42  -128.79   793   13.4   68  71.34  0.91  15
VIS    MTSAT   20131107  0513   18.36  -129.17   700   15.5   71  67.90  0.99  15
VIS    MTSAT   20131107  0513   18.34  -130.15   718   15.8   90  79.87  0.99  15
VIS    MTSAT   20131107  0513   18.40  -130.18   718   15.7   91  78.90  1.00  15
VIS    MTSAT   20131107  0513   18.26  -130.97   650   15.0   99  77.90  1.00  15
VIS    MTSAT   20131107  0513   18.43  -139.71   887   10.4   84  65.08  0.93  15
VIS    MTSAT   20131107  0513   18.41  -141.76   850   10.5  107  75.11  0.80  15
VIS    MTSAT   20131107  0513   18.31  -142.25   756   11.3  101  81.14  0.95  15
VIS    MTSAT   20131107  0513   18.31  -142.48   831   11.3  108  83.87  0.98  15
VIS    MTSAT   20131107  0513   18.30  -143.84   906   11.3   90  77.27  0.98  15
VIS    MTSAT   20131107  0513   18.44  -144.52   887   10.6   94  81.33  0.95  15
VIS    MTSAT   20131107  0513   18.27  -115.98   850   14.6   60  75.59  0.99  15
VIS    MTSAT   20131107  0513   18.44  -116.67   868   15.1   58  75.46  1.00  15
VIS    MTSAT   20131107  0513   18.37  -116.90   850   15.9   56  78.32  0.99  15
VIS    MTSAT   20131107  0513   18.48  -117.18   850   16.3   58  84.16  0.97  15
VIS    MTSAT   20131107  0513   18.45  -117.64   850   16.4   56  77.45  0.99  15
VIS    MTSAT   20131107  0513   18.31  -117.84   850   17.1   55  75.17  0.99  15
VIS    MTSAT   20131107  0513   18.14  -121.65   906    8.2   76  67.78  0.99  15
VIS    MTSAT   20131107  0513   18.24  -121.87   887    9.7   72  72.28  0.91  15
VIS    MTSAT   20131107  0513   18.35  -123.17   887   12.7   62  73.37  1.00  15
VIS    MTSAT   20131107  0513   18.08  -124.10   850   13.2   58  79.34  0.94  15
VIS    MTSAT   20131107  0513   18.09  -125.48   737   14.8   51  58.70  0.95  15
VIS    MTSAT   20131107  0513   18.14  -126.36   737   16.2   66  81.91  0.96  15
VIS    MTSAT   20131107  0513   18.21  -126.71   718   15.4   73  70.93  0.83  15
VIS    MTSAT   20131107  0513   18.09  -126.76   718   16.6   68  81.80  1.00  15
VIS    MTSAT   20131107  0513   18.10  -128.97   675   15.7   75  79.40  1.00  15
VIS    MTSAT   20131107  0513   18.17  -141.87   737   11.1  103  83.97  0.98  15
VIS    MTSAT   20131107  0513   17.96  -143.64   850   11.7  100  83.70  1.00  15
VIS    MTSAT   20131107  0513   18.08  -143.85   868   11.5  105  74.33  0.97  15
VIS    MTSAT   20131107  0513   18.00  -143.99   887   10.8   98  80.34  0.97  15
VIS    MTSAT   20131107  0513   17.93  -145.02   887   11.6   87  76.83  0.98  15
VIS    MTSAT   20131107  0513   17.98  -115.94   831   14.9   56  73.41  0.99  15
VIS    MTSAT   20131107  0513   18.07  -116.16   850   15.3   58  80.33  0.99  15
VIS    MTSAT   20131107  0513   18.16  -116.35   850   15.4   56  76.79  1.00  15
VIS    MTSAT   20131107  0513   18.07  -116.84   831   16.3   58  77.13  0.99  15
VIS    MTSAT   20131107  0513   18.14  -117.20   831   16.6   56  71.05  0.99  15
VIS    MTSAT   20131107  0513   18.06  -117.43   850   16.5   55  81.66  0.98  15
VIS    MTSAT   20131107  0513   17.95  -117.64   850   18.1   55  68.71  0.98  15
VIS    MTSAT   20131107  0513   17.87  -121.38   775    9.7   76  72.52  0.90  15
VIS    MTSAT   20131107  0513   18.03  -121.59   887    8.2   75  62.47  1.00  15
VIS    MTSAT   20131107  0513   17.89  -122.71   868   10.1   65  78.74  1.00  15
VIS    MTSAT   20131107  0513   17.84  -122.84   868   10.4   63  81.87  0.99  15
VIS    MTSAT   20131107  0513   17.77  -124.91   793   15.3   64  78.00  0.99  15
VIS    MTSAT   20131107  0513   17.78  -125.09   775   14.9   65  85.44  0.99  15
VIS    MTSAT   20131107  0513   17.89  -125.78   737   15.9   65  85.76  0.79  15
VIS    MTSAT   20131107  0513   17.76  -128.37   718   17.0   72  83.44  0.82  15
VIS    MTSAT   20131107  0513   17.85  -128.76   737   15.9   76  81.86  0.98  15
VIS    MTSAT   20131107  0513   17.86  -143.20   868   10.7   99  76.34  1.00  15
VIS    MTSAT   20131107  0513   17.69  -143.27   868   11.7  100  81.17  1.00  15
VIS    MTSAT   20131107  0513   17.90  -143.66   850   11.7   99  82.39  1.00  15
VIS    MTSAT   20131107  0513   17.81  -143.98   887    9.8   95  71.27  0.99  15
VIS    MTSAT   20131107  0513   17.63  -144.15   887   11.5   89  75.81  0.99  15
VIS    MTSAT   20131107  0513   17.85  -144.42   906   12.9   86  70.28  0.99  15
VIS    MTSAT   20131107  0513   17.85  -145.13   887   11.9   83  70.41  0.99  15
VIS    MTSAT   20131107  0513   17.82  -115.86   812   15.2   57  69.61  1.00  15
VIS    MTSAT   20131107  0513   17.83  -116.16   850   16.2   58  80.33  1.00  15
VIS    MTSAT   20131107  0513   17.74  -116.66   850   16.1   58  79.61  1.00  15
VIS    MTSAT   20131107  0513   17.77  -116.98   850   15.3   55  79.70  1.00  15
VIS    MTSAT   20131107  0513   17.82  -117.33   850   16.6   55  79.84  0.97  15
VIS    MTSAT   20131107  0513   17.74  -121.23   687    9.1   77  64.59  0.73  15
VIS    MTSAT   20131107  0513   17.55  -122.85   831   10.2   62  78.74  0.99  15
VIS    MTSAT   20131107  0513   17.51  -123.85   756   11.9   61  74.24  0.84  15
VIS    MTSAT   20131107  0513   17.51  -124.12   718   13.8   65  69.81  0.82  15
VIS    MTSAT   20131107  0513   17.58  -124.45   718   14.1   62  80.67  1.00  15
VIS    MTSAT   20131107  0513   17.54  -124.60   700   14.5   64  74.48  0.99  15
VIS    MTSAT   20131107  0513   17.73  -124.96   775   15.1   65  84.34  0.99  15
VIS    MTSAT   20131107  0513   17.59  -126.39   700   16.5   56  64.03  0.81  15
VIS    MTSAT   20131107  0513   17.56  -128.66   675   16.1   76  76.61  0.95  15
VIS    MTSAT   20131107  0513   17.43  -142.05   850   11.1  100  75.93  1.00  15
VIS    MTSAT   20131107  0513   17.45  -142.13   850   11.0  100  75.99  1.00  15
VIS    MTSAT   20131107  0513   17.38  -143.32   868   11.7  100  84.23  1.00  15
VIS    MTSAT   20131107  0513   17.61  -143.59   868   12.3   99  77.33  0.99  15
VIS    MTSAT   20131107  0513   17.53  -144.03   887   11.0   90  76.26  0.99  15
VIS    MTSAT   20131107  0513   17.36  -144.31   831   12.5   90  75.12  1.00  15
VIS    MTSAT   20131107  0513   17.46  -144.49   793   13.1   91  79.47  0.99  15
VIS    MTSAT   20131107  0513   17.54  -144.85   887   13.0   90  76.54  1.00  15
VIS    MTSAT   20131107  0513   17.38  -145.11   887   12.3   90  87.39  1.00  15
VIS    MTSAT   20131107  0513   17.56  -145.27   887   12.9   89  80.15  1.00  15
VIS    MTSAT   20131107  0513   17.43  -116.36   850   15.1   56  87.16  1.00  15
VIS    MTSAT   20131107  0513   17.49  -116.50   850   15.4   57  82.32  1.00  15
VIS    MTSAT   20131107  0513   17.44  -116.88   887   15.7   57  74.52  1.00  15
VIS    MTSAT   20131107  0513   17.43  -117.20   850   16.0   57  74.19  0.98  15
VIS    MTSAT   20131107  0513   17.38  -121.40   756    5.9   46  64.26  0.98  15
VIS    MTSAT   20131107  0513   17.43  -121.62   812    5.9   62  58.09  0.81  15
VIS    MTSAT   20131107  0513   17.27  -123.21   756   12.8   53  74.19  0.97  15
VIS    MTSAT   20131107  0513   17.24  -123.60   737   12.7   53  77.81  0.97  15
VIS    MTSAT   20131107  0513   17.24  -123.76   718   13.3   55  84.11  0.99  15
VIS    MTSAT   20131107  0513   17.32  -124.46   612   14.1   69  79.38  0.97  15
VIS    MTSAT   20131107  0513   17.42  -124.81   675   14.9   67  72.02  0.99  15
VIS    MTSAT   20131107  0513   17.41  -125.03   662   15.5   64  78.01  0.99  15
VIS    MTSAT   20131107  0513   17.23  -125.67   718   16.6   59  72.35  1.00  15
VIS    MTSAT   20131107  0513   17.30  -126.30   756   18.5   75  64.38  0.77  15
VIS    MTSAT   20131107  0513   17.14  -143.34   850   11.9  101  82.13  0.99  15
VIS    MTSAT   20131107  0513   17.09  -143.47   868   12.1  100  78.66  0.98  15
VIS    MTSAT   20131107  0513   17.26  -144.56   775   13.7   94  78.35  0.97  15
VIS    MTSAT   20131107  0513   17.23  -145.22   887   12.2   91  82.55  1.00  15
VIS    MTSAT   20131107  0513   17.19  -145.49   906   12.4   91  80.01  0.99  15
VIS    MTSAT   20131107  0513   17.24  -116.26   850   15.1   57  80.59  1.00  15
VIS    MTSAT   20131107  0513   17.25  -116.50   868   15.4   57  77.14  1.00  15
VIS    MTSAT   20131107  0513   17.19  -116.70   887   12.6   53  69.12  0.74  15
VIS    MTSAT   20131107  0513   17.20  -117.11   868   14.6   54  80.47  1.00  15
VIS    MTSAT   20131107  0513   17.27  -117.36   850   15.6   56  74.53  1.00  15
VIS    MTSAT   20131107  0513   17.18  -121.42   718    5.8   43  65.21  0.99  15
VIS    MTSAT   20131107  0513   17.14  -121.51   700    6.7   47  69.18  0.81  15
VIS    MTSAT   20131107  0513   16.96  -121.98   700   10.7   58  68.96  0.94  15
VIS    MTSAT   20131107  0513   16.96  -122.96   687   13.4   39  66.46  0.99  15
VIS    MTSAT   20131107  0513   16.93  -123.59   700   14.4   46  68.69  0.93  15
VIS    MTSAT   20131107  0513   16.94  -123.79   675   13.6   54  83.98  0.99  15
VIS    MTSAT   20131107  0513   17.05  -124.44   612   14.9   66  77.10  0.99  15
VIS    MTSAT   20131107  0513   16.99  -125.87   775   18.1   69  78.19  0.93  15
VIS    MTSAT   20131107  0513   17.04  -127.99   637   16.6   66  74.74  0.90  15
VIS    MTSAT   20131107  0513   16.99  -143.35   868   12.1  101  76.90  1.00  15
VIS    MTSAT   20131107  0513   16.99  -144.49   850   12.9   91  81.33  1.00  15
VIS    MTSAT   20131107  0513   16.97  -117.38   850   13.2   48  73.35  0.98  15
VIS    MTSAT   20131107  0513   16.90  -121.83   687    9.9   57  74.56  0.71  15
VIS    MTSAT   20131107  0513   16.87  -122.42   675    9.7   34  60.26  0.78  15
VIS    MTSAT   20131107  0513   16.74  -122.96   662   13.9   39  64.34  1.00  15
VIS    MTSAT   20131107  0513   16.87  -123.72   662   13.8   52  78.19  0.99  15
VIS    MTSAT   20131107  0513   16.73  -123.95   637   13.8   60  78.72  0.97  15
VIS    MTSAT   20131107  0513   16.63  -124.17   612   14.8   68  74.22  0.96  15
VIS    MTSAT   20131107  0513   16.71  -124.90   775   15.7   66  82.97  0.76  15
VIS    MTSAT   20131107  0513   16.73  -125.20   737   16.6   64  86.41  0.98  15
VIS    MTSAT   20131107  0513   16.69  -141.68   868    9.9   99  78.20  0.99  15
VIS    MTSAT   20131107  0513   16.54  -141.85   868   10.3   99  82.83  0.95  15
VIS    MTSAT   20131107  0513   16.56  -142.89   887   10.5   94  80.73  0.95  15
VIS    MTSAT   20131107  0513   16.66  -142.97   887   10.4   94  78.87  0.95  15
VIS    MTSAT   20131107  0513   16.52  -124.52   675   14.5   59  76.46  0.99  15
VIS    MTSAT   20131107  0513   16.33  -143.38   887   10.6   92  79.34  0.99  15
VIS    MTSAT   20131107  0513   16.29  -143.94   887   10.8   91  77.20  1.00  15
VIS    MTSAT   20131107  0513   16.22  -144.19   887   11.8   88  82.28  0.98  15
VIS    MTSAT   20131107  0513   16.34  -144.72   906   12.9   89  76.57  1.00  15
VIS    MTSAT   20131107  0513   16.40  -145.79   906   12.2   90  79.29  1.00  15
VIS    MTSAT   20131107  0513   16.22  -115.98   831   11.5   56  85.64  0.99  15
VIS    MTSAT   20131107  0513   16.12  -122.87   625   15.3   39  58.61  0.98  15
VIS    MTSAT   20131107  0513   16.22  -125.46   737   17.1   68  74.38  0.97  15
VIS    MTSAT   20131107  0513   15.92  -141.62   850   10.3   90  73.01  0.98  15
VIS    MTSAT   20131107  0513   16.13  -142.56   887   10.5  100  75.69  1.00  15
VIS    MTSAT   20131107  0513   16.00  -142.82   868   11.2  100  75.35  1.00  15
VIS    MTSAT   20131107  0513   16.08  -143.62   887   11.2   91  85.29  1.00  15
VIS    MTSAT   20131107  0513   15.93  -144.01   868   11.9   93  81.50  1.00  15
VIS    MTSAT   20131107  0513   16.10  -144.32   868   12.4   91  84.34  1.00  15
VIS    MTSAT   20131107  0513   15.99  -144.67   887   11.6   85  76.79  0.97  15
VIS    MTSAT   20131107  0513   15.98  -123.12   625   17.8   60  58.87  0.75  15
