 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi  int
WV     MTSAT   20131107  0513   21.49   -83.04   287   28.8  248  57.78  0.83  15
WV     MTSAT   20131107  0513   21.35   -88.17   175   21.0  246  57.51  0.75  15
WV     MTSAT   20131107  0513   21.34   -88.25   175   20.3  245  55.10  0.80  15
WV     MTSAT   20131107  0513   21.21   -91.75   325   17.4  242  62.18  0.83  15
WV     MTSAT   20131107  0513   20.81   -97.58   287   21.5  240  52.69  0.80  15
WV     MTSAT   20131107  0513   20.66   -98.07   287   20.4  240  56.14  0.85  15
WV     MTSAT   20131107  0513   20.86   -99.07   275   20.1  243  66.92  0.94  15
WV     MTSAT   20131107  0513   20.43  -100.52   287   17.6  243  71.17  0.99  15
WV     MTSAT   20131107  0513   20.49  -101.07   275   17.6  242  74.88  0.99  15
WV     MTSAT   20131107  0513   20.38  -101.67   275   17.7  243  69.54  1.00  15
WV     MTSAT   20131107  0513   20.75  -102.71   275   18.5  242  63.21  0.91  15
WV     MTSAT   20131107  0513   20.28  -104.00   175   18.0  229  59.53  0.95  15
WV     MTSAT   20131107  0513   20.55  -104.66   187   21.3  231  57.56  1.00  15
WV     MTSAT   20131107  0513   20.61  -105.01   187   21.7  234  60.70  0.99  15
WV     MTSAT   20131107  0513   20.40  -106.32   212   20.1  243  66.10  0.99  15
WV     MTSAT   20131107  0513   20.56  -106.48   187   20.3  243  75.02  0.98  15
WV     MTSAT   20131107  0513   20.22  -107.79   212   19.3  243  77.98  1.00  15
WV     MTSAT   20131107  0513   20.30  -107.97   212   19.8  245  79.40  1.00  15
WV     MTSAT   20131107  0513   20.55  -108.99   225   20.1  260  61.50  1.00  15
WV     MTSAT   20131107  0513   20.44  -109.65   187   19.1  254  69.76  0.99  15
WV     MTSAT   20131107  0513   20.42  -110.38   175   19.0  255  77.03  1.00  15
WV     MTSAT   20131107  0513   20.01  -111.43   162   16.0  260  68.71  0.95  15
WV     MTSAT   20131107  0513   20.46  -111.66   175   21.5  273  48.02  0.87  15
WV     MTSAT   20131107  0513   20.05  -112.92   237   14.9  256  73.05  0.78  15
WV     MTSAT   20131107  0513   20.32  -113.18   237   11.2  264  53.01  0.63  15
WV     MTSAT   20131107  0513   20.13  -114.14   187   15.0  270  57.84  0.98  15
WV     MTSAT   20131107  0513   20.12  -114.68   162   12.8  266  61.30  0.99  15
WV     MTSAT   20131107  0513   20.10  -115.27   212   12.1  268  70.55  0.99  15
WV     MTSAT   20131107  0513   21.07   -81.99   312   22.8  243  73.00  0.98  15
WV     MTSAT   20131107  0513   20.41   -89.14   175   22.7  240  63.03  0.95  15
WV     MTSAT   20131107  0513   20.39   -96.57   287   21.2  238  47.87  0.69  15
WV     MTSAT   20131107  0513   20.36   -97.27   287   21.2  239  49.35  0.79  15
WV     MTSAT   20131107  0513   20.08   -98.84   150   18.2  233  58.85  0.84  15
WV     MTSAT   20131107  0513   20.22   -99.56   287   17.4  241  68.34  1.00  15
WV     MTSAT   20131107  0513   20.20  -100.03   287   17.2  242  70.32  1.00  15
WV     MTSAT   20131107  0513   19.70  -101.13   262   12.3  237  65.29  1.00  15
WV     MTSAT   20131107  0513   19.73  -102.45   325   12.1  239  50.34  0.66  15
WV     MTSAT   20131107  0513   20.06  -103.32   175   12.8  231  59.66  0.91  15
WV     MTSAT   20131107  0513   19.80  -103.78   175   12.9  232  63.83  0.98  15
WV     MTSAT   20131107  0513   19.51  -104.93   212   17.9  225  59.28  0.99  15
WV     MTSAT   20131107  0513   19.82  -105.46   225   16.7  226  65.25  0.99  15
WV     MTSAT   20131107  0513   19.58  -106.36   212   15.2  224  67.84  0.92  15
WV     MTSAT   20131107  0513   19.85  -106.89   200   16.5  234  69.10  0.99  15
WV     MTSAT   20131107  0513   19.90  -107.63   187   17.2  242  70.00  0.99  15
WV     MTSAT   20131107  0513   19.74  -108.76   200   17.9  242  76.36  0.96  15
WV     MTSAT   20131107  0513   19.61  -108.99   212   18.1  241  67.07  0.98  15
WV     MTSAT   20131107  0513   19.70  -109.84   225   16.2  244  69.72  0.99  15
WV     MTSAT   20131107  0513   19.62  -111.00   212   14.0  253  68.35  0.98  15
WV     MTSAT   20131107  0513   19.73  -111.40   162   14.2  255  75.07  0.99  15
WV     MTSAT   20131107  0513   19.76  -111.77   175   13.7  256  73.52  0.99  15
WV     MTSAT   20131107  0513   19.81  -112.64   162   14.0  254  71.28  0.99  15
WV     MTSAT   20131107  0513   19.58  -113.61   187    9.6  243  62.70  0.68  15
WV     MTSAT   20131107  0513   19.69  -114.05   187   13.5  258  62.59  0.77  15
WV     MTSAT   20131107  0513   19.71  -114.86   187   11.2  260  69.50  0.88  15
WV     MTSAT   20131107  0513   20.56   -81.08   325   19.4  244  72.13  0.57  15
WV     MTSAT   20131107  0513   20.51   -82.05   300   23.1  245  72.15  0.68  15
WV     MTSAT   20131107  0513   19.85   -88.53   175   18.7  235  72.22  0.85  15
WV     MTSAT   20131107  0513   20.15   -89.29   162   21.6  233  66.21  0.95  15
WV     MTSAT   20131107  0513   19.97   -92.04   312    7.5  269  50.73  0.62  15
WV     MTSAT   20131107  0513   19.50   -94.19   350   13.1  225  70.10  0.97  15
WV     MTSAT   20131107  0513   19.61   -94.61   350   13.3  226  66.08  0.95  15
WV     MTSAT   20131107  0513   19.76   -95.77   350    9.4  237  72.60  0.74  15
WV     MTSAT   20131107  0513   19.75   -96.16   325   14.9  242  57.44  0.73  15
WV     MTSAT   20131107  0513   19.50   -97.93   150   14.5  235  74.95  0.99  15
WV     MTSAT   20131107  0513   19.36   -98.34   150   14.2  235  78.18  0.99  15
WV     MTSAT   20131107  0513   19.31   -99.72   150   12.9  236  73.06  1.00  15
WV     MTSAT   20131107  0513   19.55   -99.87   150   14.3  235  68.52  0.98  15
WV     MTSAT   20131107  0513   19.33  -101.20   262   11.6  236  70.46  0.99  15
WV     MTSAT   20131107  0513   19.45  -102.27   262   11.6  237  70.47  0.87  15
WV     MTSAT   20131107  0513   19.14  -102.81   262   11.9  224  60.61  0.87  15
WV     MTSAT   20131107  0513   18.94  -103.78   200   12.0  212  69.81  0.99  15
WV     MTSAT   20131107  0513   19.20  -104.45   212   13.3  219  78.69  0.98  15
WV     MTSAT   20131107  0513   19.43  -104.96   200   18.0  223  60.20  0.99  15
WV     MTSAT   20131107  0513   19.03  -105.85   200   15.0  213  69.72  0.99  15
WV     MTSAT   20131107  0513   19.34  -106.37   212   16.2  220  66.03  0.99  15
WV     MTSAT   20131107  0513   19.17  -107.68   237   14.3  233  68.90  0.97  15
WV     MTSAT   20131107  0513   19.31  -108.33   225   16.3  238  67.91  0.98  15
WV     MTSAT   20131107  0513   18.87  -109.22   237   11.5  247  69.49  0.98  15
WV     MTSAT   20131107  0513   19.23  -109.47   225   13.7  247  70.59  0.92  15
WV     MTSAT   20131107  0513   19.19  -110.58   275   12.4  251  69.66  1.00  15
WV     MTSAT   20131107  0513   19.18  -110.82   275   12.2  253  71.63  0.99  15
WV     MTSAT   20131107  0513   19.16  -111.53   212   12.5  251  70.04  0.98  15
WV     MTSAT   20131107  0513   18.93  -112.37   287   10.7  226  56.00  0.88  15
WV     MTSAT   20131107  0513   19.19  -113.33   300    8.4  223  57.47  0.70  15
WV     MTSAT   20131107  0513   19.64   -83.31   312   15.7  244  64.96  0.57  15
WV     MTSAT   20131107  0513   19.38   -86.95   200   16.2  241  73.49  0.81  15
WV     MTSAT   20131107  0513   19.54   -87.99   175   16.3  237  69.39  0.93  15
WV     MTSAT   20131107  0513   19.53   -89.10   175   14.9  234  60.58  0.93  15
WV     MTSAT   20131107  0513   18.81   -92.88   337   13.8  226  67.92  0.89  15
WV     MTSAT   20131107  0513   19.15   -93.68   337    9.2  239  58.11  0.63  15
WV     MTSAT   20131107  0513   19.20   -94.46   337   11.3  240  65.05  0.52  15
WV     MTSAT   20131107  0513   19.21   -95.04   350    7.2  234  56.46  0.87  15
WV     MTSAT   20131107  0513   18.90   -97.62   175   14.1  224  71.21  0.97  15
WV     MTSAT   20131107  0513   18.70   -98.47   150   12.8  229  75.67  0.99  15
WV     MTSAT   20131107  0513   18.99   -99.37   150   12.7  234  79.16  1.00  15
WV     MTSAT   20131107  0513   18.89   -99.81   162   12.7  233  75.24  0.99  15
WV     MTSAT   20131107  0513   18.81  -100.87   225   12.0  229  70.32  0.84  15
WV     MTSAT   20131107  0513   18.72  -102.01   200   11.6  227  66.40  0.80  15
WV     MTSAT   20131107  0513   18.45  -102.70   187    8.9  227  70.91  0.79  15
WV     MTSAT   20131107  0513   18.91  -103.58   200   11.9  213  70.62  1.00  15
WV     MTSAT   20131107  0513   18.81  -104.04   212   13.0  213  68.11  0.98  15
WV     MTSAT   20131107  0513   18.83  -104.66   187   12.7  217  78.94  0.99  15
WV     MTSAT   20131107  0513   18.41  -106.07   200   14.4  202  63.38  0.93  15
WV     MTSAT   20131107  0513   18.59  -106.73   200   13.3  214  77.96  1.00  15
WV     MTSAT   20131107  0513   18.66  -107.11   200   13.0  215  71.66  0.99  15
WV     MTSAT   20131107  0513   18.56  -107.73   200   12.1  220  71.17  1.00  15
WV     MTSAT   20131107  0513   18.45  -108.60   175   11.2  232  77.35  0.92  15
WV     MTSAT   20131107  0513   18.26  -109.37   187    6.2  203  51.49  0.99  15
WV     MTSAT   20131107  0513   18.53  -109.98   312    4.1  259  64.19  0.80  15
WV     MTSAT   20131107  0513   18.66  -110.70   187    7.4  223  57.02  0.85  15
WV     MTSAT   20131107  0513   18.32  -112.73   300    5.5  201  59.74  0.82  15
WV     MTSAT   20131107  0513   19.00   -86.00   200   15.5  245  69.09  0.94  15
WV     MTSAT   20131107  0513   18.72   -87.42   200   15.4  239  72.18  0.88  15
WV     MTSAT   20131107  0513   18.92   -88.50   175   15.2  235  70.37  0.90  15
WV     MTSAT   20131107  0513   18.62   -91.50   350   16.3  217  61.68  0.83  15
WV     MTSAT   20131107  0513   18.41   -92.66   337   15.4  226  57.80  0.99  15
WV     MTSAT   20131107  0513   18.57   -92.79   337   15.3  228  58.39  0.98  15
WV     MTSAT   20131107  0513   18.64   -94.96   350   15.0  221  55.01  0.95  15
WV     MTSAT   20131107  0513   18.61   -95.75   350    7.9  215  67.42  0.53  15
WV     MTSAT   20131107  0513   18.11   -96.82   350   12.5  207  51.18  0.51  15
WV     MTSAT   20131107  0513   18.51   -98.13   187   12.7  229  71.20  0.98  15
WV     MTSAT   20131107  0513   18.01   -99.42   150    9.5  218  74.39  0.88  15
WV     MTSAT   20131107  0513   18.01   -99.48   162   10.0  215  74.21  0.83  15
WV     MTSAT   20131107  0513   18.34  -100.46   237    9.6  225  76.49  0.56  15
WV     MTSAT   20131107  0513   18.25  -101.55   212    7.7  236  62.41  0.94  15
WV     MTSAT   20131107  0513   17.81  -102.73   200    5.5  207  65.07  0.76  15
WV     MTSAT   20131107  0513   18.27  -103.18   212    7.1  214  64.82  0.84  15
WV     MTSAT   20131107  0513   18.29  -103.98   200   10.5  217  63.78  0.96  15
WV     MTSAT   20131107  0513   18.01  -105.05   200   12.9  179  56.64  1.00  15
WV     MTSAT   20131107  0513   18.04  -105.30   200   13.0  184  58.46  1.00  15
WV     MTSAT   20131107  0513   17.93  -106.20   212   10.7  187  68.03  0.91  15
WV     MTSAT   20131107  0513   17.73  -107.20   212    9.3  204  68.67  1.00  15
WV     MTSAT   20131107  0513   18.12  -107.75   200   10.5  216  69.56  0.99  15
WV     MTSAT   20131107  0513   18.10  -108.24   225   11.0  221  72.07  1.00  15
WV     MTSAT   20131107  0513   18.12  -109.02   187    6.0  203  52.22  0.97  15
WV     MTSAT   20131107  0513   18.09  -109.79   175    5.6  225  59.92  0.98  15
WV     MTSAT   20131107  0513   17.52  -115.79   287    4.5  177  69.01  0.96  15
WV     MTSAT   20131107  0513   18.69   -80.17   337   10.9  261  51.01  0.56  15
WV     MTSAT   20131107  0513   18.38   -86.80   200   12.9  233  69.37  0.51  15
WV     MTSAT   20131107  0513   18.26   -87.60   337   10.5  221  66.58  0.50  15
WV     MTSAT   20131107  0513   17.79   -89.71   350   13.5  216  73.90  0.70  15
WV     MTSAT   20131107  0513   17.69   -90.06   350   13.5  217  72.39  0.70  15
WV     MTSAT   20131107  0513   18.08   -91.62   337   14.9  226  59.15  0.98  15
WV     MTSAT   20131107  0513   18.14   -92.23   350   14.7  222  67.37  0.93  15
WV     MTSAT   20131107  0513   17.86   -93.84   350   14.3  208  60.42  0.88  15
WV     MTSAT   20131107  0513   17.76   -94.35   350   15.3  205  53.87  0.92  15
WV     MTSAT   20131107  0513   17.51   -95.61   350   11.4  210  63.03  0.77  15
WV     MTSAT   20131107  0513   17.77   -97.25   150   11.4  201  66.50  0.92  15
WV     MTSAT   20131107  0513   17.78   -97.97   175   13.8  204  60.16  0.84  15
WV     MTSAT   20131107  0513   17.48   -99.55   162    7.9  219  65.39  0.80  15
WV     MTSAT   20131107  0513   17.71   -99.87   162    8.3  215  75.17  0.90  15
WV     MTSAT   20131107  0513   17.62  -101.14   225    8.8  212  65.34  0.81  15
WV     MTSAT   20131107  0513   17.67  -102.12   212    7.0  230  58.62  0.83  15
WV     MTSAT   20131107  0513   17.53  -102.49   187    5.4  210  70.50  0.72  15
WV     MTSAT   20131107  0513   17.66  -103.31   212    7.3  204  65.89  0.97  15
WV     MTSAT   20131107  0513   17.22  -104.64   237    7.9  164  74.14  0.92  15
WV     MTSAT   20131107  0513   17.40  -105.06   225    9.8  161  66.37  0.96  15
WV     MTSAT   20131107  0513   17.58  -105.68   225    9.9  169  65.99  0.99  15
WV     MTSAT   20131107  0513   17.32  -106.45   212    9.2  178  70.24  0.94  15
WV     MTSAT   20131107  0513   17.13  -107.34   187    9.8  203  68.99  1.00  15
WV     MTSAT   20131107  0513   17.48  -107.66   225    9.1  217  59.67  0.98  15
WV     MTSAT   20131107  0513   17.28  -109.01   237    6.1  218  73.27  0.96  15
WV     MTSAT   20131107  0513   17.42  -109.46   225    5.3  211  63.30  1.00  15
WV     MTSAT   20131107  0513   17.48  -110.16   275    5.8  240  70.95  0.67  15
WV     MTSAT   20131107  0513   17.41  -111.30   162    5.1  179  63.56  0.52  15
WV     MTSAT   20131107  0513   17.15  -112.14   287    4.1  200  75.06  0.91  15
WV     MTSAT   20131107  0513   17.32  -113.20   162    5.2  172  65.24  1.00  15
WV     MTSAT   20131107  0513   17.09   -90.56   350   14.4  209  62.97  0.59  15
WV     MTSAT   20131107  0513   17.25   -90.78   350   17.5  210  51.75  0.89  15
WV     MTSAT   20131107  0513   17.46   -91.62   350   13.1  219  68.66  0.56  15
WV     MTSAT   20131107  0513   17.17   -94.71   350   12.7  213  61.58  0.63  15
WV     MTSAT   20131107  0513   17.21   -94.76   350   10.6  210  76.65  0.69  15
WV     MTSAT   20131107  0513   17.23   -96.34   150   12.1  193  68.64  0.93  15
WV     MTSAT   20131107  0513   17.16   -97.23   150   12.2  191  69.71  0.98  15
WV     MTSAT   20131107  0513   16.84   -98.12   175    9.7  201  69.16  0.92  15
WV     MTSAT   20131107  0513   17.13   -98.96   225    8.7  192  64.76  0.97  15
WV     MTSAT   20131107  0513   16.99   -99.65   250    8.6  196  64.00  0.75  15
WV     MTSAT   20131107  0513   17.03  -100.77   237    7.5  183  65.98  0.65  15
WV     MTSAT   20131107  0513   17.11  -101.74   187    5.3  198  76.87  0.79  15
WV     MTSAT   20131107  0513   16.66  -102.25   200    5.9  161  74.69  0.94  15
WV     MTSAT   20131107  0513   16.91  -104.20   275    7.6  129  68.10  0.75  15
WV     MTSAT   20131107  0513   17.01  -104.80   250    8.1  163  63.55  0.90  15
WV     MTSAT   20131107  0513   16.95  -105.48   212    9.4  161  70.26  0.99  15
WV     MTSAT   20131107  0513   16.97  -105.98   225   10.6  161  71.58  0.96  15
WV     MTSAT   20131107  0513   16.81  -107.32   175   10.1  194  65.78  1.00  15
WV     MTSAT   20131107  0513   16.96  -107.53   187    9.9  202  66.37  0.99  15
WV     MTSAT   20131107  0513   16.78  -108.21   212    9.3  207  60.20  1.00  15
WV     MTSAT   20131107  0513   16.40  -109.11   187    8.7  229  50.79  0.96  15
WV     MTSAT   20131107  0513   16.90  -109.67   212    5.5  204  70.02  0.92  15
WV     MTSAT   20131107  0513   16.87  -110.62   275    4.4  183  66.61  0.62  15
WV     MTSAT   20131107  0513   16.78  -111.20   287    4.6  186  68.79  0.91  15
WV     MTSAT   20131107  0513   16.83  -112.25   275    5.4  183  61.89  0.80  15
WV     MTSAT   20131107  0513   16.38  -112.56   162    5.1  167  76.82  0.94  15
WV     MTSAT   20131107  0513   16.50   -88.97   350   10.1  202  79.58  0.66  15
WV     MTSAT   20131107  0513   16.93   -90.49   350   10.7  197  63.42  0.80  15
WV     MTSAT   20131107  0513   16.74   -91.08   350   10.6  205  75.55  0.75  15
WV     MTSAT   20131107  0513   16.38   -94.11   337    9.0  213  69.39  0.96  15
WV     MTSAT   20131107  0513   16.78   -94.41   350    9.8  210  75.86  0.93  15
WV     MTSAT   20131107  0513   16.32   -96.85   150   12.6  193  60.77  1.00  15
WV     MTSAT   20131107  0513   16.29   -97.64   150   12.3  190  61.06  0.96  15
WV     MTSAT   20131107  0513   16.48   -98.18   175   10.7  188  75.07  0.90  15
WV     MTSAT   20131107  0513   16.23   -99.48   237    8.0  173  62.36  0.97  15
WV     MTSAT   20131107  0513   16.17  -100.13   175    5.6  164  73.85  0.87  15
WV     MTSAT   20131107  0513   16.43  -100.61   237    6.3  165  69.92  0.91  15
WV     MTSAT   20131107  0513   16.08  -101.60   187    5.7  153  71.88  0.94  15
WV     MTSAT   20131107  0513   16.54  -102.23   187    5.8  159  68.96  0.87  15
WV     MTSAT   20131107  0513   16.48  -103.95   262    9.6  126  64.26  0.82  15
WV     MTSAT   20131107  0513   15.96  -105.11   237   12.8  137  66.36  0.96  15
WV     MTSAT   20131107  0513   16.13  -106.03   212   12.2  140  57.28  0.98  15
WV     MTSAT   20131107  0513   16.19  -106.77   150    9.8  164  56.40  0.91  15
WV     MTSAT   20131107  0513   16.29  -107.49   187    9.4  196  60.02  0.99  15
WV     MTSAT   20131107  0513   16.32  -107.63   200    9.8  196  58.57  1.00  15
WV     MTSAT   20131107  0513   15.81  -110.45   150   10.3  141  59.08  0.87  15
WV     MTSAT   20131107  0513   15.83  -111.33   162    8.5  150  63.43  0.93  15
WV     MTSAT   20131107  0513   16.00  -112.17   287    7.9  167  53.25  0.70  15
WV     MTSAT   20131107  0513   16.18  -112.77   162    5.1  154  75.82  0.84  15
WV     MTSAT   20131107  0513   16.00  -113.92   187    5.0  104  59.79  0.88  15
WV     MTSAT   20131107  0513   15.66  -114.95   150    7.7  173  68.53  0.90  15
WV     MTSAT   20131107  0513   16.14   -88.84   350   10.1  203  71.44  0.91  15
WV     MTSAT   20131107  0513   16.31   -89.74   350   12.2  192  60.89  0.93  15
WV     MTSAT   20131107  0513   16.25   -91.30   350    8.2  209  67.36  0.85  15
WV     MTSAT   20131107  0513   15.64   -95.53   337    5.6  161  62.56  0.51  15
WV     MTSAT   20131107  0513   15.72   -96.74   150   12.8  171  75.38  0.88  15
WV     MTSAT   20131107  0513   15.68   -96.82   150   11.6  170  74.40  0.96  15
WV     MTSAT   20131107  0513   15.91   -98.36   200   10.6  177  63.27  0.96  15
WV     MTSAT   20131107  0513   15.77   -98.93   187    8.1  178  70.11  0.86  15
WV     MTSAT   20131107  0513   15.56  -100.19   175    4.3  142  66.48  0.84  15
WV     MTSAT   20131107  0513   15.51  -100.48   175    4.3  138  69.89  0.87  15
WV     MTSAT   20131107  0513   15.40  -101.73   175    5.0  108  68.34  0.95  15
WV     MTSAT   20131107  0513   15.90  -102.08   175    4.5  150  70.04  0.98  15
WV     MTSAT   20131107  0513   15.67  -103.16   312    5.7  141  56.58  0.68  15
WV     MTSAT   20131107  0513   15.37  -103.81   287    7.5  159  50.29  0.76  15
WV     MTSAT   20131107  0513   15.77  -105.06   237   12.8  126  62.64  0.72  15
WV     MTSAT   20131107  0513   15.84  -105.19   237   12.7  131  65.64  0.98  15
WV     MTSAT   20131107  0513   15.81  -106.21   225   10.5  131  62.42  0.91  15
WV     MTSAT   20131107  0513   15.48  -106.83   175    9.5  136  57.71  0.92  15
WV     MTSAT   20131107  0513   15.38  -107.49   150   10.9  166  58.98  0.94  15
WV     MTSAT   20131107  0513   15.27  -108.48   212    9.1  190  52.01  0.92  15
WV     MTSAT   20131107  0513   15.30  -109.10   200    7.0  204  54.36  0.94  15
WV     MTSAT   20131107  0513   15.46  -110.43   175    8.0  141  61.70  0.69  15
WV     MTSAT   20131107  0513   15.29  -111.06   162    6.2  135  68.15  0.97  15
WV     MTSAT   20131107  0513   15.11  -111.83   187    5.5  130  72.35  0.97  15
WV     MTSAT   20131107  0513   15.18  -113.84   175    6.0  153  70.21  0.92  15
WV     MTSAT   20131107  0513   15.27  -114.79   150    6.6  148  68.42  0.72  15
WV     MTSAT   20131107  0513   15.29  -115.79   300    9.8  143  62.90  0.98  15
WV     MTSAT   20131107  0513   16.14   -80.67   287   10.7  239  72.81  0.62  15
WV     MTSAT   20131107  0513   15.70   -84.25   287   10.1  219  56.65  0.73  15
WV     MTSAT   20131107  0513   15.74   -88.48   350   11.1  199  59.19  0.96  15
WV     MTSAT   20131107  0513   15.66   -91.68   350    5.0  173  57.70  0.60  15
WV     MTSAT   20131107  0513   15.09   -96.52   150   12.0  165  71.79  0.88  15
WV     MTSAT   20131107  0513   15.30   -97.36   162   12.0  162  72.48  0.96  15
WV     MTSAT   20131107  0513   15.26   -98.38   187   12.5  157  58.44  0.98  15
WV     MTSAT   20131107  0513   15.29   -98.78   175   11.2  156  64.14  0.98  15
WV     MTSAT   20131107  0513   14.92  -100.37   212    6.5  134  75.67  0.93  15
WV     MTSAT   20131107  0513   15.21  -101.18   187    5.2  139  70.21  0.93  15
WV     MTSAT   20131107  0513   15.33  -101.31   175    4.6  139  71.77  0.82  15
WV     MTSAT   20131107  0513   14.98  -103.59   187    8.5  155  56.62  0.92  15
WV     MTSAT   20131107  0513   15.08  -104.35   200    8.6  162  55.28  0.99  15
WV     MTSAT   20131107  0513   15.11  -104.50   212    8.3  164  51.84  0.98  15
WV     MTSAT   20131107  0513   15.16  -105.50   250   12.7  115  59.56  0.97  15
WV     MTSAT   20131107  0513   15.22  -106.09   212   11.3  112  50.91  0.99  15
WV     MTSAT   20131107  0513   14.72  -107.19   175   10.5  139  66.02  0.95  15
WV     MTSAT   20131107  0513   14.74  -108.06   212   11.5  170  48.63  0.79  15
WV     MTSAT   20131107  0513   14.84  -110.22   175    6.9  131  67.03  0.92  15
WV     MTSAT   20131107  0513   14.60  -110.54   200    7.0  126  62.45  0.96  15
WV     MTSAT   20131107  0513   15.04  -111.43   162    6.1  131  68.17  0.96  15
WV     MTSAT   20131107  0513   14.91  -111.86   150    6.6  135  73.09  0.99  15
WV     MTSAT   20131107  0513   15.05  -112.52   187    4.3  145  67.02  0.99  15
WV     MTSAT   20131107  0513   14.99  -113.64   162    5.3  150  66.59  0.88  15
WV     MTSAT   20131107  0513   14.93  -114.36   150    7.3  167  61.60  0.73  15
WV     MTSAT   20131107  0513   15.01  -114.52   150    8.3  169  60.69  0.64  15
WV     MTSAT   20131107  0513   14.68  -115.18   300    7.9  120  73.11  0.82  15
WV     MTSAT   20131107  0513   14.98   -81.51   275    9.2  209  66.46  0.76  15
WV     MTSAT   20131107  0513   14.93   -83.01   287   10.9  196  55.04  0.90  15
WV     MTSAT   20131107  0513   15.16   -83.45   200    9.7  201  73.48  0.56  15
WV     MTSAT   20131107  0513   15.09   -85.19   162   10.8  190  69.23  0.97  15
WV     MTSAT   20131107  0513   14.55   -94.56   150   11.3  169  56.15  0.69  15
WV     MTSAT   20131107  0513   14.81   -96.55   150   12.5  162  75.41  0.91  15
WV     MTSAT   20131107  0513   14.66   -97.38   187   11.6  157  74.01  0.91  15
WV     MTSAT   20131107  0513   14.84   -97.80   212   12.1  162  57.08  0.88  15
WV     MTSAT   20131107  0513   14.54   -98.59   200   10.3  159  63.60  0.88  15
WV     MTSAT   20131107  0513   14.77  -100.07   212    6.6  132  76.12  0.89  15
WV     MTSAT   20131107  0513   14.39  -100.90   187    7.0  104  65.41  0.85  15
WV     MTSAT   20131107  0513   14.70  -101.04   187    6.3  116  74.04  0.84  15
WV     MTSAT   20131107  0513   14.75  -101.95   187    4.6   96  58.93  0.64  15
WV     MTSAT   20131107  0513   14.37  -102.90   200   11.5  131  60.90  0.76  15
WV     MTSAT   20131107  0513   14.58  -103.90   200    9.0  136  68.40  0.91  15
WV     MTSAT   20131107  0513   14.57  -104.31   200    9.2  138  67.91  0.97  15
WV     MTSAT   20131107  0513   14.29  -105.74   212    8.0  116  58.75  0.65  15
WV     MTSAT   20131107  0513   14.53  -107.13   175   10.4  137  67.89  0.96  15
WV     MTSAT   20131107  0513   14.20  -107.73   150   10.4  138  71.97  0.94  15
WV     MTSAT   20131107  0513   14.26  -108.34   187    9.6  160  54.34  0.78  15
WV     MTSAT   20131107  0513   14.09  -110.39   175    6.2  120  72.03  0.94  15
WV     MTSAT   20131107  0513   14.42  -111.44   150    9.5  139  64.53  0.97  15
WV     MTSAT   20131107  0513   14.33  -111.73   150    9.7  137  63.19  0.93  15
WV     MTSAT   20131107  0513   14.32  -112.45   150    6.3  125  66.85  0.85  15
WV     MTSAT   20131107  0513   14.24  -113.93   162    7.5  130  71.32  0.83  15
WV     MTSAT   20131107  0513   14.34  -114.80   162    8.3  116  57.98  0.76  15
WV     MTSAT   20131107  0513   14.30  -115.11   300    8.4  118  73.22  0.86  15
WV     MTSAT   20131107  0513   14.32  -115.67   300   11.1  130  65.07  0.71  15
WV     MTSAT   20131107  0513   14.88   -80.85   275    8.5  217  69.50  0.83  15
WV     MTSAT   20131107  0513   14.86   -81.48   275    9.4  206  63.43  0.68  15
WV     MTSAT   20131107  0513   14.80   -83.08   275   10.9  192  53.75  0.89  15
WV     MTSAT   20131107  0513   14.43   -85.35   162   12.6  188  67.49  0.95  15
WV     MTSAT   20131107  0513   14.62   -85.68   162   12.0  193  69.11  0.91  15
WV     MTSAT   20131107  0513   14.52   -89.54   187    6.4  163  66.11  0.71  15
WV     MTSAT   20131107  0513   14.14   -91.35   325    4.0  164  77.49  0.92  15
WV     MTSAT   20131107  0513   13.96   -93.13   187    6.4  161  71.00  0.81  15
WV     MTSAT   20131107  0513   14.00   -95.44   150   14.9  154  77.92  0.83  15
WV     MTSAT   20131107  0513   14.31   -95.78   150   14.9  157  72.91  0.80  15
WV     MTSAT   20131107  0513   14.23   -97.03   162   12.5  148  70.49  0.92  15
WV     MTSAT   20131107  0513   14.13   -97.83   187    8.3  165  55.79  0.70  15
WV     MTSAT   20131107  0513   13.74   -98.81   175    9.6  150  63.13  0.98  15
WV     MTSAT   20131107  0513   14.15   -99.56   162    7.6  129  76.78  0.91  15
WV     MTSAT   20131107  0513   13.92  -100.79   162    8.3   97  62.75  0.92  15
WV     MTSAT   20131107  0513   14.15  -100.96   162    7.5  102  65.56  0.88  15
WV     MTSAT   20131107  0513   13.79  -102.45   187   12.3  105  56.56  0.89  15
WV     MTSAT   20131107  0513   14.06  -102.65   187   12.9  106  54.14  0.91  15
WV     MTSAT   20131107  0513   13.95  -103.78   200   11.0  116  68.49  0.91  15
WV     MTSAT   20131107  0513   14.10  -104.26   225   10.1  132  67.87  0.92  15
WV     MTSAT   20131107  0513   13.88  -105.02   225   11.0  138  63.66  0.82  15
WV     MTSAT   20131107  0513   13.48  -106.84   237    9.8  100  56.37  0.95  15
WV     MTSAT   20131107  0513   13.82  -107.41   200    9.2  113  65.72  0.94  15
WV     MTSAT   20131107  0513   13.44  -108.30   150   10.8  133  62.15  0.86  15
